row_id,station_id,system_id,rule_based_station_type,rule_based_label
153,158,velo-tbm-bordeaux,docked_bike,ok
154,54000605,Paris,docked_bike,ok
155,1008,citiz_alpes_loire,carsharing,A1
156,f0e07352-5f20-4d4d-bbe8-0d9774b5b863,voi_SQY,free_floating,A3
157,ciaq8s0k59geca2m8bog,velo-modalis,docked_bike,ok
158,9377a474-4903-4462-80a2-0a55dd2be91c,voi_Marseille,free_floating,A3
159,8f76ab8f-7eb1-4f2e-aede-dadbb2de505c,dott-bordeaux,free_floating,A3
160,82337423,Paris,docked_bike,ok
161,1002,lyon,docked_bike,ok
162,083a2441-fe21-491c-abce-68e68e912e9e,voi_Marseille,free_floating,A3
163,4ac2601e-9177-4e8f-89a1-59c95f540a60,dott-paris,free_floating,A3
164,213,v_lille,docked_bike,ok
165,f72f3bca-4192-4055-886f-7272d3017400,dott-paris,free_floating,A3
166,351,aupa,carsharing,A1
167,cirqbn4g3q5td18hqnfg,velozef,docked_bike,ok
168,stn_XxGCY8422RGxZZ5Qzy9pZb,ogalo,docked_bike,ok
169,1506,citiz_la_rochelle,carsharing,A1
170,13,velo-tbm-bordeaux,docked_bike,ok
171,st_d18jddmrumbh8rh03ss0,Optymo_FR_Belfort,docked_bike,ok
172,stn_EvBPTc3ZfAxrmkeKJygest,velocite,docked_bike,ok
173,78,citiz_grand_est,carsharing,A1
174,stn_5BXybgcYEno8qHUwyxiuZR,tlpmobilites,docked_bike,ok
175,6515,Paris,docked_bike,ok
176,309,toulouse,docked_bike,ok
177,080a6135-0ecb-4790-9a94-a52131155540,dott-paris,free_floating,A3
178,501ef18f-390d-40e8-9d51-73bbca204059,bird-bordeaux,free_floating,A3
179,stn_EpfsDgRjKArscpt6ZzpNCt,capcotentin,docked_bike,ok
180,57e616ae-4a00-49e8-b6e2-dfa90aabb6c2,voi_Grenoble,free_floating,A3
181,629cfdde-2c45-4b7c-a246-d1f76af6485c,dott-paris,free_floating,A3
182,58a52007-a32e-4359-9577-164adbb2e718,dott-lyon,free_floating,A3
183,d0664f4d-6250-44c6-9936-43154adf6204,dott-paris,free_floating,A3
184,925af14f-2093-4c28-8653-98aa5a6411d0,dott-paris,free_floating,A3
185,1276,citiz_occitanie,carsharing,A1
186,chf7r343casf4nvmd4gg,velivert_saint_etienne,docked_bike,ok
187,77fcd1a8-f3f3-46de-836a-8ba20743def2,bird-bordeaux,free_floating,A3
188,ch8cin5lc8te4d3h849g,auxrmlevelo,docked_bike,ok
189,lorient_parking_11063281147_zidHNLLZWNJ,pony_Lorient,free_floating,A3
190,stn_3U9PmyTspay9j8zejfY3yK,tanlib,docked_bike,ok
191,377,citiz_metropole_lyon,carsharing,A1
192,d86821ca-59cc-42cc-8a80-39056ee99e4c,dott-paris,free_floating,A3
193,70e7ab02-e2b9-481d-89bb-c326dcbb0ba0,dott-bordeaux,free_floating,A3
194,bordeaux_parking_Arceau_12289_zidS8BAAOQ7,pony_bordeaux,free_floating,A3
195,66491373,Paris,docked_bike,ok
196,9a17b264-5487-4f20-acbd-94da1a4686e8,dott-paris,free_floating,A3
197,353462947,Paris,docked_bike,ok
198,5009,lyon,docked_bike,ok
199,108,v_lille,docked_bike,ok
200,521000e8-1dc7-4828-bace-13a1e20e9440,dott-paris,free_floating,A3
201,1403,citiz_provence,carsharing,A1
202,1063017616,Paris,docked_bike,ok
203,1b875085-7513-4931-b6d3-69c4f16c0f5c,dott-bordeaux,free_floating,A3
204,stn_GoVBciBw7RSJTkUhvyLqeX,velibeo,docked_bike,ok
205,210582231,Paris,docked_bike,ok
206,d4a454c2-a999-49ae-85c6-a3a167b9e814,dott-versailles-grand-parc,free_floating,A3
207,perpignan_parking_zidR340JWXR,pony_Perpignan,free_floating,A3
208,st_d0q8h325u9tmfvdh5ga0,velonecy60minutes_annecy,docked_bike,ok
209,1452,citiz_provence,carsharing,A1
210,7db77658-e226-4bd5-ae32-f1ab964071c8,dott-paris,free_floating,A3
211,153654d3-ce30-43a6-bd72-5cabad3f7cf0,dott-bordeaux,free_floating,A3
212,19016722230,Paris,docked_bike,ok
213,839f663e-b865-46af-9f0c-3308c49b5ce8,dott-paris,free_floating,A3
214,bordeaux_parking_Arceau_14802_zid9MZLDFAK,pony_bordeaux,free_floating,A3
215,223c27b1-41e6-4268-b6b5-8f69229de93c,dott-bordeaux,free_floating,A3
216,paris_parking_AUGUSTE_BLANQUI_zid2OWDQWDQ,pony_paris,free_floating,A3
217,db543d89-9bf5-4b0f-9ac5-fe61d46f04f4,dott-paris,free_floating,A3
218,paris_parking_ERNESTINE_zid2EKN1BBV,pony_paris,free_floating,A3
219,5dc2aebb-62a2-485c-986a-fecc4dff6010,dott-bordeaux,free_floating,A3
220,197235b9-3b2f-4523-9451-60f084d5f054,dott-bordeaux,free_floating,A3
221,3fbd5784-e2eb-4ebd-bdb6-eb5d7e04c4c6,voi_Le_Havre,free_floating,A3
222,46502017-864e-4be0-ac0a-dd9a8691a21c,dott-paris,free_floating,A3
223,stn_KFsHUNDZYsyWSNFd7n5ju4,capcotentin,docked_bike,ok
224,ce7a93db-1ddb-410b-8a9e-ea5085dbed60,dott-ol-vallee,free_floating,A3
225,344,toulouse,docked_bike,ok
226,5eb54dcc-6afc-419c-bd6c-533cd7b5ac23,bird-bordeaux,free_floating,A3
227,62358e6f-5d39-43c7-aa79-0bd7b157f99c,dott-paris,free_floating,A3
228,d49855f4-6790-479e-bbc4-5c1534104d0c,dott-bordeaux,free_floating,A3
229,1a4080a3-d2fa-4f87-b7b2-ba1fa1913993,bird-bordeaux,free_floating,A3
230,19495456684,Paris,docked_bike,ok
231,14,nancy,docked_bike,ok
232,8060,lyon,docked_bike,ok
233,f0950e27-f410-4a4d-974c-b6d5bd15c130,voi_Marseille,free_floating,A3
234,st_d3d597umbtds73djab4g,idecycle_pau,docked_bike,ok
235,7f4ec37d-f90c-46f4-9615-3ad4b099e62c,dott-paris,free_floating,A3
236,58d34f4c-c83b-4231-b518-a9b0f01e262c,dott-paris,free_floating,A3
237,2a26aae8-9b7b-4c91-81c7-c80d358a6c2c,dott-paris,free_floating,A3
238,101743895,Paris,docked_bike,ok
239,139,toulouse,docked_bike,ok
240,9002,lyon,docked_bike,ok
241,bordeaux_parking_Arceau_15159_zid3RMPR2RM,pony_bordeaux,free_floating,A3
242,cc4bcce7-29e3-403c-bdb2-8fe89648ed1b,bird-larochesuryon,free_floating,A3
243,1624,auto-en-velay,carsharing,A1
244,4559,inurba-rouen,docked_bike,ok
245,perpignan_parking_Av__Joseph_Sauvy_Corps_de_Garde_zidD5BQSRFQ,pony_Perpignan,free_floating,A3
246,17527065847,Paris,docked_bike,ok
247,ce4bh5p2rcd13ifvqe4g,levelo_inurba_marseille,docked_bike,ok
248,4567,inurba-rouen,docked_bike,ok
249,3739910b-7f6a-4989-ac5a-d2e926568518,dott-paris,free_floating,A3
250,st_d3j5ugp08ojc73fj9d10,levelo_inurba_marseille,docked_bike,ok
251,1485,citiz_grand_poitiers,carsharing,A1
252,c7cb65d3-32d2-4446-b2fc-306c49796252,bird-bordeaux,free_floating,A3
253,1631,auto-en-velay,carsharing,A1
254,e9703a33-94b3-4a8c-b261-fbf6d1869dd8,dott-siemu,free_floating,A3
255,bordeaux_parking_Arceau_12363_zidZGCIG64R,pony_bordeaux,free_floating,A3
256,26bb0e22-1751-4ed5-a212-01ec281ccac4,dott-paris,free_floating,A3
257,20637036701,Paris,docked_bike,ok
258,3e85b60b-1dfc-4cf6-9625-54a465d66edc,dott-paris,free_floating,A3
259,st_d18njfsdlg9eg0lfroig,Optymo_FR_Belfort,docked_bike,ok
260,812,citiz_alpes_loire,carsharing,A1
261,angers_parking_BikeRack_Geveko_zid69W2QA9T,pony_Angers,free_floating,A3
262,37815993,Paris,docked_bike,ok
263,d3370fdf-0bac-4ba2-baf7-7042aaa480b4,dott-paris,free_floating,A3
264,st_d34n07umbtds7381rb90,grand-est,docked_bike,ok
265,538503466,nextbike_ah,docked_bike,ok
266,5a85f8b5-1a12-4217-a384-28835241746c,dott-paris,free_floating,A3
267,1266,citiz_alpes_loire,carsharing,A1
268,84,calais-velos,docked_bike,ok
269,16d89a63-b548-401c-9b59-e018e38689ec,dott-bordeaux,free_floating,A3
270,213686749,Paris,docked_bike,ok
271,57a2f1a1-46c6-490d-b406-8811089e15fc,bird-gap,free_floating,A3
272,angers_parking_Point_45_zidCFTRXOGI,pony_Angers,free_floating,A3
273,75038a8f-2130-4f0d-b6b9-7b2bd209cc70,dott-lyon,free_floating,A3
274,bordeaux_parking_Arceau_14044_zid650RVQXE,pony_bordeaux,free_floating,A3
275,nice_parking_Rue_Claude_Debussy_zid3H8GLYZF,pony_Nice,free_floating,A3
276,5a91d89d-a500-4bca-b419-f69ef75cb653,bird-bordeaux,free_floating,A3
277,8d9037e6-27a1-4a69-b0b2-a39fa0356f2c,dott-paris,free_floating,A3
278,paris_parking_DURET_zidENYIDJCW,pony_paris,free_floating,A3
279,bordeaux_parking_Arceau_Alzon_2_zidULFO7BKZ,pony_bordeaux,free_floating,A3
280,81,v_lille,docked_bike,ok
281,BikeRack Barbreau,pony_Angers,free_floating,A3
282,54f5ce9e-9278-48c8-8699-c88f07573920,dott-paris,free_floating,A3
283,71bb0ec0-0b7b-4870-abd6-7111e7833290,dott-paris,free_floating,A3
284,190aafa6-6e1c-42b8-8349-72f25f64d8ef,voi_SQY,free_floating,A3
285,59,libelo,docked_bike,ok
286,82dda16d-161d-4847-aa98-8dbdf3acf7e4,dott-paris,free_floating,A3
287,angers_parking_3_zidBARKXY1V,pony_Angers,free_floating,A3
288,737,citiz_alpes_loire,carsharing,A1
289,94d483cd-602f-43de-b040-7a0fd7b4dd88,dott-paris,free_floating,A3
290,b33c813e-134b-4ddf-afb9-887da1a022a4,dott-paris,free_floating,A3
291,71862c5b-27fb-44e7-bb23-1c13a9bca20c,dott-paris,free_floating,A3
292,0ea45aa0-d626-4d84-9e96-587cf2119385,voi_Grenoble,free_floating,A3
293,nice_parking_89_zid8BESGCX1,pony_Nice,free_floating,A3
294,9b4e91c0-34f6-41c2-acc7-62a5d820e570,dott-paris,free_floating,A3
295,20512737633,Paris,docked_bike,ok
296,st_d1r04fq2iilll6d8gcrg,vilvolt_epinal,docked_bike,ok
297,63a4e233-79c7-4f5a-a938-b8a76f0300c4,dott-paris,free_floating,A3
298,paris_parking_CUSTINE_zidBPSEPL8R,pony_paris,free_floating,A3
299,439,citiz_metropole_lyon,carsharing,A1
300,71,citiz_grand_est,carsharing,A1
301,5c363065-8749-4a56-ae7a-d5dff1f8dc04,dott-paris,free_floating,A3
302,poitiers_parking_9_Av_Louis_Michel_le_Peletier_zidTNQTOMG6,pony_poitiers,free_floating,A3
303,bordeaux_parking_Arceau_14033_zid6CFEJSDY,pony_bordeaux,free_floating,A3
304,22,calais-velos,docked_bike,ok
305,1074142878,Paris,docked_bike,ok
306,6820c219-1f5d-4aef-8c0d-b0af421a7250,dott-paris,free_floating,A3
307,2448d173-4b00-4644-bcd2-040e32fc1f07,voi_Marseille,free_floating,A3
308,26eb48c0-5cca-4267-8ac0-45333ea683c8,dott-paris,free_floating,A3
309,36,v_lille,docked_bike,ok
310,3031,lyon,docked_bike,ok
311,ac47241d-cf51-4ced-9e27-42633dbf5368,dott-lyon,free_floating,A3
312,36aeb47d-3359-4451-99ab-445369db8704,dott-paris,free_floating,A3
313,paris_parking_CHANZY_zidTX5869R8,pony_paris,free_floating,A3
314,33a5a360-a978-44e5-925c-665444d30e40,dott-paris,free_floating,A3
315,27363206,Paris,docked_bike,ok
316,c18e0ac3-57ee-4ed2-83a7-844c6623e320,dott-lyon,free_floating,A3
317,4ed99045-2821-4cae-983e-4e3e495b5a53,bird-bordeaux,free_floating,A3
318,220502135,Paris,docked_bike,ok
319,7fa25c50-d0b5-4eb1-acb3-ec8119f13d36,bird-marseille,free_floating,A3
320,b89a51f1-8d30-4ba4-bd52-3a56b4d7d5e8,dott-paris,free_floating,A3
321,54000623,Paris,docked_bike,ok
322,1429,citiz_provence,carsharing,A1
323,st_d3d596umbtds73dja9s0,idecycle_pau,docked_bike,ok
324,847,citiz_alpes_loire,carsharing,A1
325,210395439,Paris,docked_bike,ok
326,bordeaux_parking_Arceau_15113_zidESZORKQB,pony_bordeaux,free_floating,A3
327,ch8civtlc8te4d3h8970,auxrmlevelo,docked_bike,ok
328,04a46ec6-e68e-4017-aee6-a0bbea1f00b0,dott-bordeaux,free_floating,A3
329,1ed4bd00-3b8b-4e98-9553-79c27a70b169,bird-marseille,free_floating,A3
330,87b7538f-1d8a-479c-ab8d-1a81f35b6024,dott-bordeaux,free_floating,A3
331,538520633,nextbike_ah,docked_bike,ok
332,281,mp_CHATELLERAULT,docked_bike,ok
333,101738550,Paris,docked_bike,ok
334,29,v_lille,docked_bike,ok
335,69,calais-velos,docked_bike,ok
336,1057039016,Paris,docked_bike,ok
337,2b8cc183-3022-4b79-892f-86dd695ecaec,dott-paris,free_floating,A3
338,4a217422-b009-4d8f-b636-b0f8eccc4c20,dott-bordeaux,free_floating,A3
339,825378f9-bc4e-4c95-b458-38cbee9e7750,bird-marseille,free_floating,A3
340,82419429,Paris,docked_bike,ok
341,243,v_lille,docked_bike,ok
342,1e25fcb6-e91e-460a-be14-c2087bdedd44,bird-bordeaux,free_floating,A3
343,285fd809-8396-44d1-8988-8a7ad961fd0b,Optymo_Belfort_ALS,carsharing,A1
344,e068f34c-022a-4cb4-ac49-42962a997c4c,dott-paris,free_floating,A3
345,20076,donkey_brest,docked_bike,ok
346,66491405,Paris,docked_bike,ok
347,707,citiz_gironde,carsharing,A1
348,b7ddc1b0-9f20-40b7-b80a-822d1c854d40,voi_Marseille,free_floating,A3
349,evry_parking_22_rue_Jean_Mermoz_zidBXANRJCL,pony_Evry,free_floating,A3
350,a0daeb32-5e8f-430c-9c92-6dfe6d2b36a8,bird-bordeaux,free_floating,A3
351,e88a7d42-1705-4094-b343-93e48285c3a0,dott-paris,free_floating,A3
352,bordeaux_parking_Arceau_15457_zid83WZB3PM,pony_bordeaux,free_floating,A3
353,cirqbskg3q5td18hqqmg,velozef,docked_bike,ok
354,paris_parking_BOURGOGNE_zidM3CGOEZB,pony_paris,free_floating,A3
355,365,citiz_metropole_lyon,carsharing,A1
356,126,nantes,docked_bike,ok
357,paris_parking_BEAUJOLAIS_zid41XMY3GM,pony_paris,free_floating,A3
358,dc1326b7-9e29-4e1f-ac16-d8ce6c28a8ec,dott-paris,free_floating,A3
359,bordeaux_parking_Arceau_11094_zidXM8GO78N,pony_bordeaux,free_floating,A3
360,538306450,nextbike_ah,docked_bike,ok
361,stn_8zumLWVB67cFhznaPaAdW2,tanlib,docked_bike,ok
362,6d324309-9cf9-4331-8a09-0a0f3400d330,dott-lyon,free_floating,A3
363,poitiers_parking_Mignaloux_Gare_zidB1OVDOAR,pony_poitiers,free_floating,A3
364,ce4bhh12rcd13ifvqff0,levelo_inurba_marseille,docked_bike,ok
365,206,velo-tbm-bordeaux,docked_bike,ok
366,311552027,Paris,docked_bike,ok
367,5e86853c-8423-41bb-9941-7e2191ca017c,dott-paris,free_floating,A3
368,ac8361c9-0988-449c-8864-f82193229140,dott-paris,free_floating,A3
369,89,knot_strasbourg,free_floating,A3
370,107,citiz_grand_est,carsharing,A1
371,4,v_lille,docked_bike,ok
372,650af48b-66dc-4a92-87a0-0094ac2071e4,dott-paris,free_floating,A3
373,8d56ac6c-0333-4def-bac2-c82fe5f54b38,voi_Marseille,free_floating,A3
374,bordeaux_parking_Arceau_15014_zidY3DEG85O,pony_bordeaux,free_floating,A3
375,6f656149-9e62-432c-8891-ca63b843a434,dott-bordeaux,free_floating,A3
376,35089539,Paris,docked_bike,ok
377,2ac9fde6-0b53-4b19-b6b9-34af63c50860,dott-paris,free_floating,A3
378,stn_LtDN7o64vFVMe5uhrnDj9i,tanlib,docked_bike,ok
379,stn_gnvsYc9fSY9i8PnQdVf8An,impulsyon,docked_bike,ok
380,40,calais-velos,docked_bike,ok
381,10120,lyon,docked_bike,ok
382,887,citiz_alpes_loire,carsharing,A1
383,cdbudsfs9nk7sv35797g,ti_velo,docked_bike,ok
384,695cf7ab-25cd-46cb-a02a-03ddc1db6980,dott-bordeaux,free_floating,A3
385,305,citiz_lille_arras,carsharing,A1
386,st_d0q8h2a5u9tmfvdh5fag,velonecy60minutes_annecy,docked_bike,ok
387,6d7d2282-4ccd-413c-a28c-ab56d947b73c,dott-paris,free_floating,A3
388,stn_GUp5ay6igcNByk6wKpdYc4,capcotentin,docked_bike,ok
389,cirqbqcg3q5td18hqplg,velozef,docked_bike,ok
390,51,calais-velos,docked_bike,ok
391,perpignan_parking_Rue_du_Moulin_zidZCR0ZWYU,pony_Perpignan,free_floating,A3
392,1181,citiz_metropole_lyon,carsharing,A1
393,d63e372c-b551-4be0-ae5e-b93aa3159444,dott-paris,free_floating,A3
394,d0a18da0-9b79-4f67-91f5-3dc3bb9c7384,voi_Grenoble,free_floating,A3
395,094eeacf-6569-446a-a9e2-728321f8ef24,dott-paris,free_floating,A3
396,730e58af-7d36-46ed-bc56-613464599d44,dott-bordeaux,free_floating,A3
