station_id,tram_id,station_name,tram_name,station_latitude,station_longitude,tram_latitude,tram_longitude,tram_line,distance_km,distance_m,walkable_5min,walkable_10min,last_updated,data_version
BK051,TR0153,Rue Jules Ferry - Gare Saint-Roch,Voltaire,43.6053253,3.8812294,43.6037049,3.8892253,42131,0.6685530864233674,668.5530864233674,False,True,2025-12-16 10:11:13,1.0
BK051,TR0145,Rue Jules Ferry - Gare Saint-Roch,Antigone,43.6053253,3.8812294,43.6086092,3.8866898,41139,0.5715096181926168,571.5096181926168,False,True,2025-12-16 10:11:13,1.0
BK051,TR0147,Rue Jules Ferry - Gare Saint-Roch,Léon Blum,43.6053253,3.8812294,43.6088993,3.8902941,41141,0.831026012365514,831.026012365514,False,False,2025-12-16 10:11:13,1.0
BK051,TR0088,Rue Jules Ferry - Gare Saint-Roch,Rondelet,43.6053253,3.8812294,43.6030665,3.8761818,42125,0.4777727878187843,477.7727878187843,False,True,2025-12-16 10:11:13,1.0
BK051,TR0087,Rue Jules Ferry - Gare Saint-Roch,Nouveau Saint-Roch,43.6053253,3.8812294,43.5994208,3.8756775,42123,0.7942969271610005,794.2969271610006,False,True,2025-12-16 10:11:13,1.0
BK051,TR0107,Rue Jules Ferry - Gare Saint-Roch,Gare Saint-Roch République,43.6053253,3.8812294,43.6051723,3.8797962,43231,0.1166446126409989,116.644612640999,True,True,2025-12-16 10:11:13,1.0
BK051,TR0098,Rue Jules Ferry - Gare Saint-Roch,Observatoire,43.6053253,3.8812294,43.606427,3.8766896,43233,0.3855100255060307,385.51002550603073,True,True,2025-12-16 10:11:13,1.0
BK051,TR0087,Rue Jules Ferry - Gare Saint-Roch,Nouveau Saint-Roch,43.6053253,3.8812294,43.5992903,3.8756446,42247,0.8078047594666518,807.8047594666517,False,False,2025-12-16 10:11:13,1.0
BK051,TR0088,Rue Jules Ferry - Gare Saint-Roch,Rondelet,43.6053253,3.8812294,43.6031345,3.8759259,42245,0.4916285751240506,491.62857512405066,False,True,2025-12-16 10:11:13,1.0
BK051,TR0098,Rue Jules Ferry - Gare Saint-Roch,Observatoire,43.6053253,3.8812294,43.6063438,3.8768143,43125,0.3730922117156267,373.0922117156267,True,True,2025-12-16 10:11:13,1.0
BK051,TR0102,Rue Jules Ferry - Gare Saint-Roch,Gambetta,43.6053253,3.8812294,43.6055891,3.8739545,43123,0.5864866475998859,586.4866475998859,False,True,2025-12-16 10:11:13,1.0
BK051,TR0103,Rue Jules Ferry - Gare Saint-Roch,Gambetta - Chaptal,43.6053253,3.8812294,43.6062372,3.8727299,43235,0.691821211518945,691.821211518945,False,True,2025-12-16 10:11:13,1.0
BK051,TR0107,Rue Jules Ferry - Gare Saint-Roch,Gare Saint-Roch République,43.6053253,3.8812294,43.6052424,3.8797132,43127,0.1224276507815207,122.4276507815207,True,True,2025-12-16 10:11:13,1.0
BK051,TR0113,Rue Jules Ferry - Gare Saint-Roch,Comédie,43.6053253,3.8812294,43.6083781,3.8798137,41223,0.3580822673863649,358.0822673863649,True,True,2025-12-16 10:11:13,1.0
BK051,TR0114,Rue Jules Ferry - Gare Saint-Roch,Gare Saint-Roch,43.6053253,3.8812294,43.6056635,3.8802526,41221,0.0871772258569611,87.17722585696117,True,True,2025-12-16 10:11:13,1.0
BK051,TR0137,Rue Jules Ferry - Gare Saint-Roch,Corum,43.6053253,3.8812294,43.6141886,3.881667,41225,0.9861835254297896,986.1835254297896,False,False,2025-12-16 10:11:13,1.0
BK051,TR0146,Rue Jules Ferry - Gare Saint-Roch,Du Guesclin,43.6053253,3.8812294,43.6071804,3.8833017,41138,0.2653119440914271,265.3119440914271,True,True,2025-12-16 10:11:13,1.0
BK051,TR0145,Rue Jules Ferry - Gare Saint-Roch,Antigone,43.6053253,3.8812294,43.6084999,3.8866241,41217,0.5597071981506273,559.7071981506273,False,True,2025-12-16 10:11:13,1.0
BK051,TR0146,Rue Jules Ferry - Gare Saint-Roch,Du Guesclin,43.6053253,3.8812294,43.6070636,3.8831972,41218,0.2499281570278147,249.92815702781476,True,True,2025-12-16 10:11:13,1.0
BK051,TR0147,Rue Jules Ferry - Gare Saint-Roch,Léon Blum,43.6053253,3.8812294,43.6089494,3.8900989,41215,0.8199808638871455,819.9808638871456,False,False,2025-12-16 10:11:13,1.0
BK051,TR0168,Rue Jules Ferry - Gare Saint-Roch,Place Carnot,43.6053253,3.8812294,43.6037618,3.8842324,42241,0.2978091251038286,297.8091251038286,True,True,2025-12-16 10:11:13,1.0
BK051,TR0153,Rue Jules Ferry - Gare Saint-Roch,Voltaire,43.6053253,3.8812294,43.6037185,3.8889694,42239,0.6483162010440395,648.3162010440395,False,True,2025-12-16 10:11:13,1.0
BK051,TR0168,Rue Jules Ferry - Gare Saint-Roch,Place Carnot,43.6053253,3.8812294,43.6037042,3.8842576,Unknown,0.3032222079021801,303.2222079021801,True,True,2025-12-16 10:11:13,1.0
BK051,TR0182,Rue Jules Ferry - Gare Saint-Roch,Saint-Guilhem - Courreau,43.6053253,3.8812294,43.6081132,3.8735064,44204,0.6948088650618003,694.8088650618002,False,True,2025-12-16 10:11:13,1.0
BK051,TR0182,Rue Jules Ferry - Gare Saint-Roch,Saint-Guilhem - Courreau,43.6053253,3.8812294,43.6081284,3.8735437,44104,0.6928810303227169,692.8810303227168,False,True,2025-12-16 10:11:13,1.0
BK051,TR0183,Rue Jules Ferry - Gare Saint-Roch,Peyrou - Arc de Triomphe,43.6053253,3.8812294,43.611415,3.8722575,44203,0.9901112231809592,990.1112231809592,False,False,2025-12-16 10:11:13,1.0
BK051,TR0214,Rue Jules Ferry - Gare Saint-Roch,Parc Clemenceau,43.6053253,3.8812294,43.6031532,3.8717667,Unknown,0.799288257729929,799.288257729929,False,True,2025-12-16 10:11:13,1.0
BK051,TR0214,Rue Jules Ferry - Gare Saint-Roch,Parc Clemenceau,43.6053253,3.8812294,43.6033971,3.8721461,Unknown,0.7621522835009902,762.1522835009902,False,True,2025-12-16 10:11:13,1.0
BK051,TR0215,Rue Jules Ferry - Gare Saint-Roch,Gambetta - Saint-Denis,43.6053253,3.8812294,43.6050726,3.8745319,Unknown,0.5399960405286781,539.9960405286781,False,True,2025-12-16 10:11:13,1.0
BK018,TR0137,Foch,Corum,43.6109947,3.8733344,43.6142561,3.881957,41131,0.7832019441082516,783.2019441082516,False,True,2025-12-16 10:11:13,1.0
BK018,TR0139,Foch,Louis Blanc - Agora de la Danse,43.6109947,3.8733344,43.6147274,3.8782032,41129,0.5708897229309872,570.8897229309872,False,True,2025-12-16 10:11:13,1.0
BK018,TR0163,Foch,Stade Philippidès,43.6109947,3.8733344,43.6189067,3.8694871,41125,0.9327012620771944,932.7012620771944,False,False,2025-12-16 10:11:13,1.0
BK018,TR0113,Foch,Comédie,43.6109947,3.8733344,43.6084079,3.8797702,41133,0.5926382623800179,592.638262380018,False,True,2025-12-16 10:11:13,1.0
BK018,TR0114,Foch,Gare Saint-Roch,43.6109947,3.8733344,43.6056584,3.8801992,41135,0.8109078705148353,810.9078705148353,False,False,2025-12-16 10:11:13,1.0
BK018,TR0140,Foch,Albert 1er - Saint-Charles,43.6109947,3.8733344,43.6164538,3.8741502,41127,0.610566815068391,610.566815068391,False,True,2025-12-16 10:11:13,1.0
BK018,TR0137,Foch,Corum,43.6109947,3.8733344,43.6144182,3.8818054,42141,0.7810290393918226,781.0290393918226,False,True,2025-12-16 10:11:13,1.0
BK018,TR0088,Foch,Rondelet,43.6109947,3.8733344,43.6030665,3.8761818,42125,0.9108977780225908,910.8977780225908,False,False,2025-12-16 10:11:13,1.0
BK018,TR0107,Foch,Gare Saint-Roch République,43.6109947,3.8733344,43.6051723,3.8797962,43231,0.8305579606595588,830.5579606595588,False,False,2025-12-16 10:11:13,1.0
BK018,TR0098,Foch,Observatoire,43.6109947,3.8733344,43.606427,3.8766896,43233,0.5752746365488062,575.2746365488061,False,True,2025-12-16 10:11:13,1.0
BK018,TR0156,Foch,Plan Cabanes,43.6109947,3.8733344,43.6085497,3.8680755,43121,0.5031717695214697,503.1717695214697,False,True,2025-12-16 10:11:13,1.0
BK018,TR0088,Foch,Rondelet,43.6109947,3.8733344,43.6031345,3.8759259,42245,0.8985753282691692,898.5753282691692,False,False,2025-12-16 10:11:13,1.0
BK018,TR0098,Foch,Observatoire,43.6109947,3.8733344,43.6063438,3.8768143,43125,0.5881746097833723,588.1746097833724,False,True,2025-12-16 10:11:13,1.0
BK018,TR0102,Foch,Gambetta,43.6109947,3.8733344,43.6055891,3.8739545,43123,0.6031452030740965,603.1452030740965,False,True,2025-12-16 10:11:13,1.0
BK018,TR0103,Foch,Gambetta - Chaptal,43.6109947,3.8733344,43.6062372,3.8727299,43235,0.5312440096443608,531.2440096443609,False,True,2025-12-16 10:11:13,1.0
BK018,TR0107,Foch,Gare Saint-Roch République,43.6109947,3.8733344,43.6052424,3.8797132,43127,0.8202958162653494,820.2958162653495,False,False,2025-12-16 10:11:13,1.0
BK018,TR0157,Foch,Arceaux,43.6109947,3.8733344,43.609864,3.8624768,43119,0.8831437938017767,883.1437938017766,False,False,2025-12-16 10:11:13,1.0
BK018,TR0113,Foch,Comédie,43.6109947,3.8733344,43.6083781,3.8798137,41223,0.5973099178971529,597.3099178971529,False,True,2025-12-16 10:11:13,1.0
BK018,TR0114,Foch,Gare Saint-Roch,43.6109947,3.8733344,43.6056635,3.8802526,41221,0.8134309876238236,813.4309876238236,False,False,2025-12-16 10:11:13,1.0
BK018,TR0137,Foch,Corum,43.6109947,3.8733344,43.6141886,3.881667,41225,0.759044797556854,759.044797556854,False,True,2025-12-16 10:11:13,1.0
BK018,TR0137,Foch,Corum,43.6109947,3.8733344,43.6144479,3.8821386,42229,0.8061259327541628,806.1259327541628,False,False,2025-12-16 10:11:13,1.0
BK018,TR0139,Foch,Louis Blanc - Agora de la Danse,43.6109947,3.8733344,43.6147682,3.8780174,41227,0.5640912353211691,564.0912353211692,False,True,2025-12-16 10:11:13,1.0
BK018,TR0140,Foch,Albert 1er - Saint-Charles,43.6109947,3.8733344,43.6166028,3.8739949,41229,0.6258552527610513,625.8552527610512,False,True,2025-12-16 10:11:13,1.0
BK018,TR0146,Foch,Du Guesclin,43.6109947,3.8733344,43.6071804,3.8833017,41138,0.9076750065193646,907.6750065193646,False,False,2025-12-16 10:11:13,1.0
BK018,TR0146,Foch,Du Guesclin,43.6109947,3.8733344,43.6070636,3.8831972,41218,0.9064369678986672,906.4369678986671,False,False,2025-12-16 10:11:13,1.0
BK018,TR0156,Foch,Plan Cabanes,43.6109947,3.8733344,43.6085626,3.8681304,43237,0.4986787776733083,498.67877767330833,False,True,2025-12-16 10:11:13,1.0
BK018,TR0157,Foch,Arceaux,43.6109947,3.8733344,43.6100217,3.8615025,43239,0.9587127445078822,958.7127445078822,False,False,2025-12-16 10:11:13,1.0
BK018,TR0163,Foch,Stade Philippidès,43.6109947,3.8733344,43.6190802,3.8695186,41231,0.950097322268194,950.097322268194,False,False,2025-12-16 10:11:13,1.0
BK018,TR0183,Foch,Peyrou - Arc de Triomphe,43.6109947,3.8733344,43.6117993,3.8723484,44103,0.119607280656064,119.607280656064,True,True,2025-12-16 10:11:13,1.0
BK018,TR0182,Foch,Saint-Guilhem - Courreau,43.6109947,3.8733344,43.6081132,3.8735064,44204,0.3207072945626855,320.7072945626855,True,True,2025-12-16 10:11:13,1.0
BK018,TR0182,Foch,Saint-Guilhem - Courreau,43.6109947,3.8733344,43.6081284,3.8735437,44104,0.3191631758874619,319.16317588746193,True,True,2025-12-16 10:11:13,1.0
BK018,TR0183,Foch,Peyrou - Arc de Triomphe,43.6109947,3.8733344,43.611415,3.8722575,44203,0.0984943696185971,98.49436961859712,True,True,2025-12-16 10:11:13,1.0
BK018,TR0185,Foch,Albert 1er - Jardin des Plantes,43.6109947,3.8733344,43.6148176,3.8737832,44102,0.4266198740744971,426.6198740744972,False,True,2025-12-16 10:11:13,1.0
BK018,TR0185,Foch,Albert 1er - Jardin des Plantes,43.6109947,3.8733344,43.6148246,3.873733,44202,0.4270727735638298,427.0727735638298,False,True,2025-12-16 10:11:13,1.0
BK018,TR0214,Foch,Parc Clemenceau,43.6109947,3.8733344,43.6031532,3.8717667,Unknown,0.8810237912911959,881.023791291196,False,False,2025-12-16 10:11:13,1.0
BK018,TR0214,Foch,Parc Clemenceau,43.6109947,3.8733344,43.6033971,3.8721461,Unknown,0.8502149539791836,850.2149539791835,False,False,2025-12-16 10:11:13,1.0
BK018,TR0215,Foch,Gambetta - Saint-Denis,43.6109947,3.8733344,43.6050726,3.8745319,Unknown,0.6655283068091036,665.5283068091036,False,True,2025-12-16 10:11:13,1.0
BK016,TR0162,Fac de Lettres,Saint-Éloi,43.6353331,3.8687709,43.6269229,3.8657829,41121,0.965596921452466,965.596921452466,False,False,2025-12-16 10:11:13,1.0
BK016,TR0164,Fac de Lettres,Université Montpellier - Triolet,43.6353331,3.8687709,43.6291563,3.8616709,41119,0.8934481573069264,893.4481573069264,False,False,2025-12-16 10:11:13,1.0
BK016,TR0162,Fac de Lettres,Saint-Éloi,43.6353331,3.8687709,43.6270802,3.8656448,41235,0.9515452474143165,951.5452474143163,False,False,2025-12-16 10:11:13,1.0
BK016,TR0164,Fac de Lettres,Université Montpellier - Triolet,43.6353331,3.8687709,43.6291152,3.8614592,41237,0.907915286060014,907.915286060014,False,False,2025-12-16 10:11:13,1.0
BK016,TR0192,Fac de Lettres,Saint-Éloi - Docteur Pezet,43.6353331,3.8687709,43.6271136,3.8667078,Unknown,0.9289270748992232,928.9270748992232,False,False,2025-12-16 10:11:13,1.0
BK016,TR0192,Fac de Lettres,Saint-Éloi - Docteur Pezet,43.6353331,3.8687709,43.6270892,3.866745,Unknown,0.9310677018374124,931.0677018374124,False,False,2025-12-16 10:11:13,1.0
BK016,TR0217,Fac de Lettres,Université Paul Valéry,43.6353331,3.8687709,43.6298936,3.8696428,Unknown,0.608901640235459,608.901640235459,False,True,2025-12-16 10:11:13,1.0
BK016,TR0217,Fac de Lettres,Université Paul Valéry,43.6353331,3.8687709,43.6299011,3.8696786,Unknown,0.6084124609524101,608.4124609524101,False,True,2025-12-16 10:11:13,1.0
BK016,TR0219,Fac de Lettres,Pôle Chimie Balard,43.6353331,3.8687709,43.634003,3.8679177,Unknown,0.1630620154913715,163.0620154913715,True,True,2025-12-16 10:11:13,1.0
BK016,TR0219,Fac de Lettres,Pôle Chimie Balard,43.6353331,3.8687709,43.6340036,3.8679627,Unknown,0.161509363012739,161.50936301273904,True,True,2025-12-16 10:11:13,1.0
BK016,TR0221,Fac de Lettres,CNRS - Zoo de Lunaret,43.6353331,3.8687709,43.6382048,3.8658981,Unknown,0.3942238693833028,394.2238693833028,True,True,2025-12-16 10:11:13,1.0
BK016,TR0221,Fac de Lettres,CNRS - Zoo de Lunaret,43.6353331,3.8687709,43.6381895,3.8658642,Unknown,0.3944587695437726,394.45876954377263,True,True,2025-12-16 10:11:13,1.0
BK053,TR0137,Saint-Guilhem - Courreau,Corum,43.6089424,3.8727765,43.6142561,3.881957,41131,0.9462532985557008,946.2532985557008,False,False,2025-12-16 10:11:13,1.0
BK053,TR0139,Saint-Guilhem - Courreau,Louis Blanc - Agora de la Danse,43.6089424,3.8727765,43.6147274,3.8782032,41129,0.7776014413223253,777.6014413223253,False,True,2025-12-16 10:11:13,1.0
BK053,TR0113,Saint-Guilhem - Courreau,Comédie,43.6089424,3.8727765,43.6084079,3.8797702,41133,0.5662090996609018,566.2090996609019,False,True,2025-12-16 10:11:13,1.0
BK053,TR0114,Saint-Guilhem - Courreau,Gare Saint-Roch,43.6089424,3.8727765,43.6056584,3.8801992,41135,0.700365699411752,700.365699411752,False,True,2025-12-16 10:11:13,1.0
BK053,TR0140,Saint-Guilhem - Courreau,Albert 1er - Saint-Charles,43.6089424,3.8727765,43.6164538,3.8741502,41127,0.8425195573077437,842.5195573077438,False,False,2025-12-16 10:11:13,1.0
BK053,TR0137,Saint-Guilhem - Courreau,Corum,43.6089424,3.8727765,43.6144182,3.8818054,42141,0.9482224925793348,948.2224925793348,False,False,2025-12-16 10:11:13,1.0
BK053,TR0088,Saint-Guilhem - Courreau,Rondelet,43.6089424,3.8727765,43.6030665,3.8761818,42125,0.7085678357096387,708.5678357096386,False,True,2025-12-16 10:11:13,1.0
BK053,TR0107,Saint-Guilhem - Courreau,Gare Saint-Roch République,43.6089424,3.8727765,43.6051723,3.8797962,43231,0.7036912830501331,703.691283050133,False,True,2025-12-16 10:11:13,1.0
BK053,TR0098,Saint-Guilhem - Courreau,Observatoire,43.6089424,3.8727765,43.606427,3.8766896,43233,0.4213006007701234,421.30060077012337,False,True,2025-12-16 10:11:13,1.0
BK053,TR0156,Saint-Guilhem - Courreau,Plan Cabanes,43.6089424,3.8727765,43.6085497,3.8680755,43121,0.3809999637208142,380.9999637208142,True,True,2025-12-16 10:11:13,1.0
BK053,TR0088,Saint-Guilhem - Courreau,Rondelet,43.6089424,3.8727765,43.6031345,3.8759259,42245,0.6938089587416167,693.8089587416167,False,True,2025-12-16 10:11:13,1.0
BK053,TR0098,Saint-Guilhem - Courreau,Observatoire,43.6089424,3.8727765,43.6063438,3.8768143,43125,0.4349510508450445,434.9510508450445,False,True,2025-12-16 10:11:13,1.0
BK053,TR0102,Saint-Guilhem - Courreau,Gambetta,43.6089424,3.8727765,43.6055891,3.8739545,43123,0.3847437843006713,384.74378430067134,True,True,2025-12-16 10:11:13,1.0
BK053,TR0103,Saint-Guilhem - Courreau,Gambetta - Chaptal,43.6089424,3.8727765,43.6062372,3.8727299,43235,0.3008279138548994,300.8279138548993,True,True,2025-12-16 10:11:13,1.0
BK053,TR0107,Saint-Guilhem - Courreau,Gare Saint-Roch République,43.6089424,3.8727765,43.6052424,3.8797132,43127,0.6936837019726809,693.6837019726809,False,True,2025-12-16 10:11:13,1.0
BK053,TR0157,Saint-Guilhem - Courreau,Arceaux,43.6089424,3.8727765,43.609864,3.8624768,43119,0.8355538695693118,835.5538695693118,False,False,2025-12-16 10:11:13,1.0
BK053,TR0113,Saint-Guilhem - Courreau,Comédie,43.6089424,3.8727765,43.6083781,3.8798137,41223,0.5700475304811115,570.0475304811115,False,True,2025-12-16 10:11:13,1.0
BK053,TR0114,Saint-Guilhem - Courreau,Gare Saint-Roch,43.6089424,3.8727765,43.6056635,3.8802526,41221,0.7037440958671634,703.7440958671633,False,True,2025-12-16 10:11:13,1.0
BK053,TR0137,Saint-Guilhem - Courreau,Corum,43.6089424,3.8727765,43.6141886,3.881667,41225,0.9233715386586192,923.3715386586192,False,False,2025-12-16 10:11:13,1.0
BK053,TR0137,Saint-Guilhem - Courreau,Corum,43.6089424,3.8727765,43.6144479,3.8821386,42229,0.9710184645240616,971.0184645240616,False,False,2025-12-16 10:11:13,1.0
BK053,TR0139,Saint-Guilhem - Courreau,Louis Blanc - Agora de la Danse,43.6089424,3.8727765,43.6147682,3.8780174,41227,0.7730939890305768,773.0939890305768,False,True,2025-12-16 10:11:13,1.0
BK053,TR0140,Saint-Guilhem - Courreau,Albert 1er - Saint-Charles,43.6089424,3.8727765,43.6166028,3.8739949,41229,0.8574268524003082,857.4268524003082,False,False,2025-12-16 10:11:13,1.0
BK053,TR0146,Saint-Guilhem - Courreau,Du Guesclin,43.6089424,3.8727765,43.6071804,3.8833017,41138,0.869774493200594,869.774493200594,False,False,2025-12-16 10:11:13,1.0
BK053,TR0146,Saint-Guilhem - Courreau,Du Guesclin,43.6089424,3.8727765,43.6070636,3.8831972,41218,0.8646258676597378,864.6258676597378,False,False,2025-12-16 10:11:13,1.0
