nom,code_commune,population,surface,surface_ha,surface_km2,density_per_km2
Saint-Cyr-sur-Menthon,01343,1890.0,1704.05,1704.05,17.040499999999998,110.91223849065463
Saint-Denis-lès-Bourg,01344,6160.0,1263.39,1263.39,12.6339,487.57707437924944
Saint-Denis-en-Bugey,01345,2246.0,261.36,261.36,2.6136,859.3510866238139
Saint-Didier-d'Aussiat,01346,843.0,1514.26,1514.26,15.1426,55.67075667322653
Saint-Didier-de-Formans,01347,2203.0,660.18,660.18,6.6018,333.69687055045597
Saint-Didier-sur-Chalaronne,01348,2934.0,2515.15,2515.15,25.151500000000002,116.65308232113392
Saint-Éloi,01349,525.0,1411.89,1411.89,14.118900000000002,37.18419990225867
Saint-Étienne-du-Bois,01350,2584.0,2864.53,2864.53,28.645300000000002,90.20677039514335
Saint-Étienne-sur-Chalaronne,01351,1637.0,2110.06,2110.06,21.1006,77.58073230145115
Saint-Étienne-sur-Reyssouze,01352,572.0,1400.17,1400.17,14.001700000000001,40.85218223501432
Sainte-Euphémie,01353,1757.0,464.01,464.01,4.6401,378.65563242171504
Saint-Genis-Pouilly,01354,14432.0,980.82,980.82,9.808200000000001,1471.4218714952792
Saint-Genis-sur-Menthon,01355,490.0,1168.45,1168.45,11.6845,41.935897984509396
Saint-Georges-sur-Renon,01356,228.0,564.72,564.72,5.647200000000001,40.373990650233736
Saint-Germain-de-Joux,01357,507.0,1147.81,1147.81,11.4781,44.17107360974377
Saint-Germain-les-Paroisses,01358,422.0,1637.52,1637.52,16.3752,25.77067761004446
Saint-Germain-sur-Renon,01359,264.0,1644.77,1644.77,16.4477,16.050876414331487
Saint-Jean-de-Gonville,01360,2096.0,1223.75,1223.75,12.2375,171.27681307456587
Saint-Jean-de-Niost,01361,1866.0,1406.33,1406.33,14.0633,132.6857849864541
Saint-Jean-de-Thurigneux,01362,863.0,1620.66,1620.66,16.2066,53.24991053027778
Saint-Jean-le-Vieux,01363,1839.0,1531.12,1531.12,15.3112,120.10815612100946
Saint-Jean-sur-Reyssouze,01364,762.0,2751.17,2751.17,27.5117,27.697306963946247
Saint-Jean-sur-Veyle,01365,1143.0,1130.19,1130.19,11.3019,101.1334377405569
Sainte-Julie,01366,1094.0,1144.59,1144.59,11.4459,95.58007670869044
Saint-Julien-sur-Reyssouze,01367,679.0,750.35,750.35,7.5035,90.49110415139602
Saint-Julien-sur-Veyle,01368,859.0,987.79,987.79,9.8779,86.9618036222274
Saint-Just,01369,952.0,343.08,343.08,3.4307999999999996,277.4863005712954
Saint-Laurent-sur-Saône,01370,1810.0,51.58,51.58,0.5158,3509.1120589375723
Saint-Marcel,01371,1340.0,1167.47,1167.47,11.6747,114.77810993001962
Saint-Martin-de-Bavel,01372,428.0,858.82,858.82,8.5882,49.835821243100995
Saint-Martin-du-Frêne,01373,1023.0,1950.42,1950.42,19.5042,52.45024148644907
Saint-Martin-du-Mont,01374,2023.0,2813.14,2813.14,28.1314,71.9125247943579
Saint-Martin-le-Châtel,01375,796.0,1266.5,1266.5,12.665,62.8503750493486
Saint-Maurice-de-Beynost,01376,4332.0,695.53,695.53,6.955299999999999,622.8343852889165
Saint-Maurice-de-Gourdans,01378,2903.0,2555.0,2555.0,25.55,113.62035225048923
Saint-Maurice-de-Rémens,01379,756.0,1034.05,1034.05,10.340499999999999,73.1105845945554
Saint-Nizier-le-Bouchoux,01380,580.0,2818.03,2818.03,28.180300000000003,20.581753920291835
Saint-Nizier-le-Désert,01381,921.0,2500.11,2500.11,25.0011,36.8383791113191
Sainte-Olive,01382,357.0,742.78,742.78,7.4277999999999995,48.062683432510305
Saint-Paul-de-Varax,01383,1634.0,2590.36,2590.36,25.9036,63.080035207461506
Saint-Rambert-en-Bugey,01384,2190.0,2878.56,2878.56,28.7856,76.07970651992663
Saint-Rémy,01385,915.0,738.84,738.84,7.388400000000001,123.84278057495533
Saint-Sorlin-en-Bugey,01386,1152.0,917.06,917.06,9.1706,125.61882537674742
Saint-Sulpice,01387,260.0,517.24,517.24,5.1724,50.26680071146857
Saint-Trivier-de-Courtes,01388,1125.0,1650.32,1650.32,16.5032,68.16859760531291
Saint-Trivier-sur-Moignans,01389,1963.0,4232.41,4232.41,42.3241,46.380194735387164
Saint-Vulbas,01390,1247.0,2157.17,2157.17,21.5717,57.80721964425613
Salavre,01391,306.0,778.69,778.69,7.7869,39.29676764822972
Samognat,01392,630.0,1425.2,1425.2,14.252,44.20432220039292
Sandrans,01393,582.0,2934.85,2934.85,29.348499999999998,19.83065574049781
Sault-Brénaz,01396,1021.0,567.79,567.79,5.677899999999999,179.82000387467198
Sauverny,01397,1022.0,188.36,188.36,1.8836000000000002,542.5780420471438
Savigneux,01398,1469.0,1488.18,1488.18,14.8818,98.71117741133465
Ségny,01399,2941.0,326.28,326.28,3.2628,901.3730538188059
Seillonnaz,01400,134.0,969.03,969.03,9.6903,13.828261250941663
Sergy,01401,2288.0,979.76,979.76,9.7976,233.52657793745408
Sermoyer,01402,670.0,1694.02,1694.02,16.9402,39.550890780510265
Serrières-de-Briord,01403,1317.0,852.38,852.38,8.5238,154.50855252352238
Serrières-sur-Ain,01404,135.0,835.75,835.75,8.3575,16.153155848040683
Servas,01405,1286.0,1303.35,1303.35,13.033499999999998,98.66881497679059
Servignat,01406,186.0,794.58,794.58,7.9458,23.408593219059124
Seyssel,01407,1008.0,239.12,239.12,2.3912,421.5456674473068
Simandre-sur-Suran,01408,673.0,1635.48,1635.48,16.3548,41.14999877711742
Sonthonnax-la-Montagne,01410,293.0,1425.76,1425.76,14.2576,20.550443272360006
Souclin,01411,262.0,1330.72,1330.72,13.3072,19.688589635685943
Sulignat,01412,602.0,1076.9,1076.9,10.769,55.90119788281177
Talissieu,01415,508.0,493.93,493.93,4.9393,102.84858178284372
Tenay,01416,1030.0,1319.99,1319.99,13.1999,78.03089417344071
Thil,01418,1261.0,516.09,516.09,5.160900000000001,244.33722800286768
Thoiry,01419,6569.0,2876.53,2876.53,28.765300000000003,228.36542639916843
