departure_station,return_station,trip_count,distance_crow_m,distance_bike_osm_m,rugosite,elevation_gain_m,energy_proxy_kj
Saint-Guilhem - Courreau,Parvis Jules Ferry - Gare Saint-Roch,279,790.533415810216,1113.6193141394774,1.4086935376389262,0.0,4.916072462268723
Marie Caizergues,Fac de Lettres,279,1781.140744775119,2176.6179203246684,1.2220358928454478,35.399051666259766,40.862502525414
Richter,Deux Ponts - Gare Saint-Roch,279,1312.505983895507,1518.0350035028541,1.1565928248169497,17.07126808166504,21.773588112265415
Voltaire,Observatoire,278,1875.8198121135083,2677.665457325568,1.4274641093104836,13.411020278930664,23.661143965631602
Rue Jules Ferry - Gare Saint-Roch,Garcia Lorca,278,2010.3503597606461,2757.9557752537244,1.371878171316411,3.5171051025390625,15.280247864889304
Voltaire,Plan Cabanes,278,1723.2352759600167,2070.8670926934187,1.201732068501056,19.457082748413086,26.32050113926901
Halles Castellane,Renouvier,278,1058.9476351138246,1111.8121537369407,1.0499217495465993,0.0,4.908094752671724
Rue Jules Ferry - Gare Saint-Roch,Nouveau Saint-Roch,277,807.8047594667898,1722.9697775554037,2.1329037213059867,4.994823455810547,12.015979712153461
Richter,Médiathèque Emile Zola,277,601.1306784658194,764.7875473869248,1.272248405852091,7.721590042114258,10.193546476122258
Observatoire,Pérols Etang de l'Or,277,9754.676588312503,10783.994522324125,1.1055204572589206,0.0,47.60594381879985
Pérols Etang de l'Or,Voltaire,277,7878.885643494416,8699.181479976034,1.104113179654909,17.52765941619873,53.87770714191606
Port Marianne,Corum,276,2959.1579336817326,3754.70463621423,1.2688422586295325,4.387275695800781,20.448669328390228
Comédie,Rondelet,275,776.3891509361601,1690.9366489225756,2.177949868160401,0.4715232849121094,7.880947744917612
Aiguelongue,Occitanie,275,2722.748576645831,3527.7438307762413,1.295655375981167,0.0,15.573225140961718
FacdesSciences,Renouvier,275,3386.2261613843216,4189.3006132084265,1.237159130415495,4.5313720703125,22.494415957887508
Boutonnet,Charles Flahault,274,200.06890204170907,573.2290986285605,2.8651584168191087,1.8902969360351562,4.19946302072122
Hôtel de Ville,Voltaire,274,845.5241234739942,1833.1374893443062,2.1680487149349656,8.182731628417969,15.316919201440665
Boutonnet,Foch,274,1095.7193135199752,1790.8474172807237,1.6344034418154627,19.402816772460938,25.036442851991517
Halles Castellane,Louis Blanc,274,506.6240797901159,702.3056389088425,1.3862460686823128,3.678905487060547,6.348433897488842
Occitanie,Aiguelongue,274,2722.748576645831,3589.4021118442834,1.318300978148371,28.251117706298828,40.78832744562783
Fac de Lettres,Place Viala,273,2335.1204726796227,3196.562645501241,1.3689069505836189,0.0,14.111225798565231
Parvis Jules Ferry - Gare Saint-Roch,Occitanie,273,4157.735851754753,5210.586563143777,1.253226936228927,15.744609832763672,36.90305040434525
Port Marianne,Pont de Lattes - Gare Saint-Roch,273,2795.707004295005,3463.32199662938,1.2388000571264184,13.058067321777344,26.81780259251762
Plan Cabanes,Voltaire,273,1723.2352759600167,2113.31100179477,1.2263624307582965,0.0,9.329211417423014
Rue Jules Ferry - Gare Saint-Roch,Place Albert 1er - St Charles,272,1382.6647468794822,2818.22602248173,2.0382569446730647,6.596225738525391,18.264866480789664
Place Albert 1er - St Charles,Les Arceaux,271,968.2527646584322,1304.2853375273737,1.347050465678229,8.95852279663086,13.667247399659978
Jardin de la Lironde,Nombre d'Or,271,2019.1708955335237,2584.0246187879984,1.2797453769286942,10.872093200683594,21.006147766523164
Rondelet,Garcia Lorca,271,2073.606222672835,2484.6486892104235,1.1982259032805966,4.303802490234375,14.768308857147346
Marie Caizergues,Les Arceaux,270,1121.773261936002,1701.135552014834,1.5164700476805313,5.575950622558594,12.432669699026468
Prés d'Arènes,Rondelet,270,1565.1014974867985,2123.6410224275814,1.3568711203954964,18.920917510986328,26.080091363956388
Hôtel de Ville,Antigone centre,269,1155.8367872586036,2238.449079468104,1.9366480667025872,11.327056884765625,19.882291984871518
Parvis Jules Ferry - Gare Saint-Roch,Boutonnet,268,1957.144936691763,3179.650259868194,1.6246370926636016,7.483661651611328,20.643890944395785
Sabines,Providence - Ovalie,268,726.9041377301336,1054.741156696791,1.4510044749372006,8.529373168945312,12.186738407099801
Parvis Jules Ferry - Gare Saint-Roch,Médiathèque Emile Zola,268,1006.1578797318208,1310.576925727452,1.3025559428871842,0.0,5.785541838623837
Saint-Guilhem - Courreau,Observatoire,268,635.7776111620044,797.0015856107723,1.2535854858967121,7.561058044433594,10.194021647109174
Antigone centre,Pérols Etang de l'Or,268,8099.056173999626,8773.95060394971,1.0833300097506047,0.0,38.732604941136
Nouveau Saint-Roch,Rue Jules Ferry - Gare Saint-Roch,267,807.8047594667898,1527.2123640500038,1.8905711388208155,0.0,6.741878981098742
Halles Castellane,Richter,267,1897.9348811622406,2524.387311485644,1.3300705606610603,0.0,11.143907786553376
Garcia Lorca,Halles Castellane,267,2621.203633303299,3264.1914860596903,1.2453025185021904,39.54789161682129,49.32660682370202
Pont de Lattes - Gare Saint-Roch,Richter,266,1409.3070723608148,1895.4812130768717,1.3449738884100237,0.0,8.367601815127852
Marie Caizergues,Occitanie,266,2569.5839130933414,2789.925821016423,1.0857500340036872,14.344528198242188,24.98091148310503
Place Albert 1er - St Charles,Les Aubes,265,1425.6806859077356,1952.9259237226297,1.369820004596047,0.0,8.62119149027355
Saint-Guilhem - Courreau,Médiathèque Emile Zola,265,1634.5970395894024,2070.4879673012824,1.2666656779345278,0.0,9.140169131651511
Comédie,Marie Caizergues,264,1338.1082343579367,2425.2882284953403,1.8124753784652288,10.63931655883789,20.099887474490657
Garcia Lorca,Médiathèque Emile Zola,263,2328.4497538210176,3108.0978169001123,1.334835682754022,8.952203750610352,21.624598504119426
Observatoire,Saint-Guilhem - Courreau,263,635.7776111620044,778.2689389285916,1.2241213362423335,14.832588195800781,16.53136034897278
Pérols Etang de l'Or,Médiathèque Emile Zola,262,7974.986416952973,8563.119021882989,1.0737471607073565,21.041909217834473,56.37979057052851
Corum,Halles Castellane,261,607.329349737292,1149.5391468439761,1.892777201268511,31.412216186523438,32.80848623482427
Antigone centre,Pont de Lattes - Gare Saint-Roch,261,775.2126169686503,1165.035022981618,1.5028586964145505,12.441293716430664,16.12746533118899
Renouvier,Halles Castellane,261,1058.9476351138246,1413.081190696329,1.3344202714466038,15.208137512207031,19.665311525856534
Beaux-Arts,Place Albert 1er - St Charles,260,760.8598418911714,1110.6747913582406,1.4597626661404275,5.395942687988281,9.667151665675807
Port Marianne,Garcia Lorca,259,3130.809049071037,4320.98004655728,1.3801480635937815,1.7064018249511719,20.581548586776503
Corum,Beaux-Arts,258,329.823848415909,635.7839042882482,1.927646855561889,1.3424396514892578,3.9919080137803378
Nouveau Saint-Roch,Hôtel de Ville,257,1692.189606235034,2370.620266473732,1.4009188200535894,4.129665374755859,14.11118472572024
Louis Blanc,Aiguelongue,257,2456.929371713016,3168.145521285945,1.28947358347426,46.2220344543457,54.79521262345863
Place Albert 1er - St Charles,Beaux-Arts,257,760.8598418911714,957.5330074619186,1.2584880351707115,0.0,4.22702946144064
Malbosc,FacdesSciences,256,2601.3477663456997,3758.693497642725,1.4449023488016106,1.1527633666992188,17.610527221802553
Plan Cabanes,Gambetta,256,603.3687456685933,682.6116537489698,1.1313341280091787,1.9963874816894531,4.775999653058446
Comédie,Charles Flahault,255,1641.7619534753478,3073.531451345165,1.8720932379015056,14.816165924072266,26.649297486326635
Observatoire,Richter,255,2499.1985299186895,3340.5645934400436,1.3366543527651353,0.0,14.746922397741073
Nombre d'Or,Rondelet,254,1039.4078314143742,2202.693708867025,2.119181366826638,12.22103500366211,20.51374318252676
Médiathèque Emile Zola,Hôtel de Ville,253,1119.3029253872603,2063.103494061537,1.8432038791891276,0.0,9.107570374534655
Foch,Nouveau Saint-Roch,253,1314.6954255866137,2305.1045712454566,1.753337333030519,0.7672882080078125,10.853322888613166
Marie Caizergues,Rue Jules Ferry - Gare Saint-Roch,253,1716.3121596808878,2596.792091813987,1.5130068718366512,15.906192779541016,25.50711629436961
Rue Jules Ferry - Gare Saint-Roch,Observatoire,252,1309.372379893623,2401.986070653858,1.8344560398081726,1.4740638732910156,11.905018502630096
Beaux-Arts,Médiathèque Emile Zola,252,1238.1359701518957,1729.8348096265827,1.3971283052332006,5.640586853027344,12.616429899634394
Plan Cabanes,Antigone centre,252,1760.8298062766448,2240.5951624969866,1.272465490140031,0.0,9.891107344842949
Fac de Lettres,Observatoire,252,2321.0242622535893,2902.289233817348,1.2504346813675191,0.0,12.812155822686684
Fac de Lettres,Vert Bois,251,242.7318889611714,364.4519650269554,1.5014589413311696,6.0735015869140625,6.971167750697921
Médiathèque Emile Zola,Marie Caizergues,251,2033.9805002096457,2638.0938791986077,1.2970104083724967,14.221256256103516,24.20181257823605
Port Marianne,Plan Cabanes,251,3891.8915835989756,4766.153676867475,1.2246368056481258,23.217885971069336,41.53925693038858
Foch,Les Arceaux,251,830.370540538394,930.7774664458958,1.1209182178385086,1.0460700988769531,5.03249241592387
Voltaire,Halles Castellane,250,1208.5536304959521,2027.7020541606512,1.6777923651832864,34.10993766784668,39.066954685034034
Boutonnet,Place Viala,250,1083.2828806916332,1516.6487516897878,1.4000486657016749,15.516891479492188,20.39510940157822
Père Soulas,Corum,250,2284.5077161776558,2687.7175500767794,1.1764974707871672,2.7113723754882812,14.258799795132546
Halles Castellane,Voltaire,249,1208.5536304959521,1838.925622840582,1.521592072075399,0.0,8.11793716202975
Médiathèque Emile Zola,Charles Flahault,249,2473.2841800334977,3286.337102048433,1.3287341295345703,13.754806518554688,26.651653812224744
Halles Castellane,Charles Flahault,249,1299.0135020172524,1686.5841327218432,1.2983576614890668,5.982540130615234,12.727410335220767
Comédie,Sabines,248,3299.7651058650404,4309.905432309085,1.306124919209737,7.421857833862305,25.57883581244549
Médiathèque Emile Zola,Rondelet,247,1536.6318417796863,2358.672312934756,1.5349625387191015,11.30938720703125,20.397416890538373
Les Arceaux,Halles Castellane,247,1127.7536705276787,1309.1898138964252,1.1608827779597048,21.493701934814453,24.756207871693455
Garcia Lorca,Prés d'Arènes,246,655.5868024689427,1430.662278737828,2.1822621708520487,4.792668342590332,10.547105509161147
Albert 1er - Cathédrale,Marie Caizergues,246,539.2603424535569,863.8332611760651,1.6018853847953072,1.0393753051757812,4.731056388401437
Corum,Pérols Etang de l'Or,246,9081.10134719805,9962.052850466425,1.09700932404418,0.0,43.97748230838404
Halles Castellane,Rue Jules Ferry - Gare Saint-Roch,245,639.9081040559832,1074.6174844060683,1.679330950170392,0.0,4.743898884910589
Parvis Jules Ferry - Gare Saint-Roch,Port Marianne,245,2866.175497408074,3648.049566542763,1.272793508227863,0.0,16.10431481150303
Place Albert 1er - St Charles,Malbosc,245,3925.656301213366,4396.650813480357,1.1199785401797435,45.61518859863281,59.68266502984196
Corum,Père Soulas,244,2284.5077161776558,2778.1112153091585,1.2160655863125645,12.098804473876953,22.946006429968246
Nouveau Saint-Roch,Plan Cabanes,244,1170.2015248906396,1346.2786031435655,1.1504673122600666,5.483299255371094,10.784351806144409
Richter,Vert Bois,243,4005.1568074319907,4939.274233731099,1.2332286777301091,54.062509536743164,69.53621577479647
Comédie,Beaux-Arts,242,875.3888505567093,1680.8372573303936,1.9201035702721758,1.3424396514892578,8.60529604078489
Corum,Marie Caizergues,242,919.8295973370268,1380.2348754531947,1.5005332285991606,10.63931655883789,15.486499447486104
Parvis Jules Ferry - Gare Saint-Roch,Sabines,242,2929.2663539244304,3887.0352731659195,1.3269654594428861,4.646617889404297,21.261816147946007
Rue Jules Ferry - Gare Saint-Roch,Jardin de la Lironde,242,2443.7485816587255,3076.6863882289376,1.259002833319538,0.0,13.582032060836646
Occitanie,Euromédecine,242,1232.5173240617148,1494.8423054776044,1.2128367498733466,17.67148208618164,22.201132891420656
Occitanie,Hôtel du Département,241,1771.9080895734967,2599.515013123946,1.467071022712954,27.239673614501953,35.52546685967943
Nombre d'Or,Occitanie,241,4242.578101199584,5229.15115227733,1.2325409285450262,24.790327072143555,44.971467533723825
Observatoire,Fac de Lettres,240,2321.0242622535893,2791.904975623802,1.2028762564131978,30.715007781982422,39.44314488560356
Charles Flahault,Halles Castellane,240,1299.0135020172524,1485.5358020824594,1.1435876530733164,23.319896697998047,27.147034592955496
Fac de Lettres,Plan Cabanes,239,2983.77682538482,3549.2654972010423,1.1895211019152852,0.0,15.668232537394003
Plan Cabanes,Saint-Guilhem - Courreau,238,338.97011953865155,562.5482908309625,1.659580766577914,4.510101318359375,6.465337883852777
Tonnelles,Observatoire,238,2545.2766035151885,3048.454869318865,1.19769099559111,0.0,13.45740402060813
Renouvier,Plan Cabanes,238,593.9364337071592,616.634980418842,1.038217131368766,0.0,2.722135121058978
Parvis Jules Ferry - Gare Saint-Roch,Rondelet,237,531.5805600007598,1268.066489779409,2.385464377737208,3.486858367919922,8.6764267721677
Médiathèque Emile Zola,Beaux-Arts,237,1238.1359701518957,1893.6429080336607,1.5294304936487282,2.9621105194091797,10.974733995100962
Place Viala,Rondelet,237,2124.247582165295,2497.104349051286,1.1755241573611346,0.0,11.023467148886903
Charles Flahault,Foch,237,1047.3242686531248,1221.243961004172,1.1660609780146798,22.008792877197266,24.822744697130386
Place Albert 1er - St Charles,Hôtel de Ville,236,2713.8734646434727,4068.9774786488188,1.4993246854209428,0.0,17.962501079495212
Père Soulas,Saint-Guilhem - Courreau,236,2001.6152935863186,2220.4176461775237,1.10931289009047,6.761760711669922,15.771992231384054
Hôtel de Ville,Médiathèque Emile Zola,235,1119.3029253872603,2141.9957064888195,1.9136872225610635,11.696981430053711,19.783104950889317
Nombre d'Or,Boutonnet,235,2027.9649273144332,2995.8569961820504,1.4772725878200292,16.792871475219727,28.05163693511716
Albert 1er - Cathédrale,Louis Blanc,235,310.2307071496933,453.17300493750895,1.460761280213447,0.0,2.0005322302966335
Foch,Saint-Guilhem - Courreau,234,232.5837918521791,406.91177285940125,1.7495276417112418,0.0,1.796312021287827
Corum,Albert 1er - Cathédrale,234,655.8028525502866,1083.9950004739846,1.6529281570803545,12.424032211303711,15.754473968952453
Plan Cabanes,Charles Flahault,234,1161.2062941223446,1759.1670004128928,1.5149478687096636,9.56817626953125,16.213585551691857
Halles Castellane,Hôtel de Ville,234,2050.3500773441206,2996.819124527794,1.46161338868027,0.0,13.229458025227947
Louis Blanc,Plan Cabanes,234,997.0522144076324,1398.9841708432057,1.4031202685552118,25.46340560913086,28.65745643448897
Antigone centre,Plan Cabanes,234,1760.8298062766448,2437.740739665134,1.384427234804622,16.31275749206543,25.163940084996305
Halles Castellane,Marie Caizergues,234,1097.324469548667,1437.0014451272161,1.3095501695303118,6.350162506103516,11.950201356152892
Rue Jules Ferry - Gare Saint-Roch,Rondelet,233,531.6199969768936,1268.066489779409,2.385287417686292,3.486858367919922,8.6764267721677
Place Albert 1er - St Charles,Parvis Jules Ferry - Gare Saint-Roch,233,1382.6814366348221,2352.611667808521,1.701484959206743,2.8266677856445312,12.881269195486272
Charles Flahault,Place Albert 1er - St Charles,233,687.9974907215571,806.198919412186,1.171805028775122,0.0,3.5589651297450957
Rondelet,Médiathèque Emile Zola,232,1536.6318417796863,2119.7692296192417,1.3794906313825837,0.0,9.357721264154144
Richter,Pont de Lattes - Gare Saint-Roch,232,1409.3070723608148,1597.7849345003835,1.1337379665766085,15.544118881225586,20.777324153586015
Place Viala,Occitanie,231,2016.981402501882,2937.956756875208,1.4566107318743444,4.472942352294922,16.918770906066793
Nombre d'Or,Jardin de la Lironde,231,2019.1708955335237,2544.7588216988042,1.2602988817478993,11.241230010986328,21.1587197950892
Saint-Guilhem - Courreau,Charles Flahault,231,1221.6406379252574,1509.8169867140812,1.2358928966854286,4.870819091796875,10.965533263996774
Plan Cabanes,Renouvier,231,593.9364337071592,706.1132879342337,1.188870134682432,3.6185569763183594,6.311961063977154
Charles Flahault,Albert 1er - Cathédrale,230,765.9577367103508,1075.9998995588944,1.4047771149621366,0.0,4.750001556602739
Louis Blanc,Beaux-Arts,230,532.1916289458418,655.1597587016275,1.2310598721730355,0.0,2.892202754788335
Plan Cabanes,Rondelet,230,696.4994193956497,799.4307577752726,1.1477838107445029,0.0,3.529087080198941
Antigone centre,Rondelet,229,1326.4715018060597,1963.874890154841,1.4805255050567794,15.496000289916992,22.350944358556262
Renouvier,Boutonnet,229,1869.2214639444067,2321.5133145603227,1.241968038212816,0.0,10.248320527126545
Gambetta,Plan Cabanes,229,603.3687456685933,746.5923931602191,1.237373328532156,3.174732208251953,6.098803186271437
Observatoire,Père Soulas,229,1494.786498673121,1558.5446809288198,1.0426537049353168,4.786960601806641,11.106603009295359
Foch,Fac de Lettres,228,2731.1219989684987,3364.9392049455755,1.2320720957234643,29.826385498046875,41.188239876457835
Port Marianne,Vert Bois,227,4894.5699932629195,6323.524440997851,1.2919468818919335,44.91726875305176,67.57265522685442
Nouveau Saint-Roch,Richter,227,2051.6553397779835,2383.4439984061037,1.16171754202342,0.0,10.521713530963746
Rue Jules Ferry - Gare Saint-Roch,Parvis Jules Ferry - Gare Saint-Roch,227,0.046368834593587864,0.0,0.0,0.0,0.0
Charles Flahault,Boutonnet,226,200.06890204170907,574.3256557579952,2.870639314241168,1.4372901916503906,3.8043441175518002
Hôtel de Ville,Richter,226,824.1656335286069,1624.3435808495565,1.9708945808563314,3.996554374694824,10.699222595078428
Rue Jules Ferry - Gare Saint-Roch,Fac de Lettres,226,3484.1670891107747,5072.982344741519,1.4560100635231705,32.18907165527344,50.81441192530236
Charles Flahault,Corum,225,1377.105416937402,1760.4732568363104,1.27838670531955,0.4043998718261719,8.12865383913922
Pont de Lattes - Gare Saint-Roch,Voltaire,225,553.1967680511079,678.4367784248778,1.2263932430678977,0.0,2.9949591583566235
Richter,Place Albert 1er - St Charles,225,2394.768419287034,2836.1653429893086,1.1843171640929215,13.513771057128906,24.451560372965417
Occitanie,Marie Caizergues,225,2569.5839130933414,2919.379094727099,1.1361291140761633,0.0,12.88759901367278
Pérols Etang de l'Or,Pont de Lattes - Gare Saint-Roch,225,8350.445599207029,9173.172620901572,1.0985249244390827,28.8644380569458,65.97938289544744
Rondelet,Plan Cabanes,224,696.4994193956497,981.9668155509981,1.4098602069231407,5.483299255371094,9.17609741981702
Malbosc,Père Soulas,224,2346.7349417515074,2683.2156739450083,1.1433825040088956,0.0,11.84505559263024
Les Arceaux,Fac de Lettres,223,2560.5716579240293,3473.587929216267,1.356567358100207,30.549850463867188,42.306616888073556
Place Albert 1er - St Charles,Aiguelongue,223,2310.0289195820014,3020.450996968928,1.307538174680288,46.82239532470703,54.673273758303175
Prés d'Arènes,Port Marianne,223,2709.9262193377963,3276.79706323854,1.2091831282547854,10.621318817138672,23.84298301931827
Médiathèque Emile Zola,Richter,222,601.1306784658194,952.4145683743825,1.5843719219340047,0.0,4.204434112088712
Occitanie,Tonnelles,222,2259.4331996534675,3309.932778470494,1.4649394277193692,24.780261993408203,36.4901915645381
Antigone centre,Saint-Guilhem - Courreau,222,1428.8629944592224,1987.3070726067976,1.3908310875941805,20.822858810424805,27.157469115746775
Louis Blanc,Pérols Etang de l'Or,222,9366.569219223866,10484.226292497626,1.1193240606154802,0.0,46.282616968230776
Médiathèque Emile Zola,Garcia Lorca,221,2328.4497538210176,3351.575934532811,1.4394023014809874,0.20003795623779297,14.972145474557443
Médiathèque Emile Zola,Parvis Jules Ferry - Gare Saint-Roch,220,1006.1578797318208,2144.5658273666572,2.1314406720526455,10.139886856079102,18.419691950142347
Nombre d'Or,Plan Cabanes,220,1454.1806827038233,2729.8149251093255,1.8772185310794105,16.262344360351562,26.408791822649516
Place Albert 1er - St Charles,Nombre d'Or,220,1405.345603309758,2592.5279684452908,1.844761859530905,9.46957778930664,19.80540494688057
Les Arceaux,Jeu de Mail des Abbés,220,1881.317349398282,2668.2316599889546,1.4182783467352589,9.303947448730469,19.993363865505373
Comédie,Prés d'Arènes,220,1801.2823260101839,2114.86286559233,1.1740873904407438,0.0,9.336062120157342
Garcia Lorca,Richter,219,2225.7215629459447,3090.178324397267,1.3883939374281549,3.168458938598633,16.439024609940468
Beaux-Arts,Corum,219,329.823848415909,430.59586705503534,1.3055328446475842,2.3681182861328125,3.991677089941114
Prés d'Arènes,Halles Castellane,219,2033.4130365220606,2607.597200137114,1.2823745856361457,35.98931884765625,43.286207450601
Plan Cabanes,Richter,219,2513.9357439843766,2947.97414371831,1.1726529410198923,0.0,13.013831857444481
Médiathèque Emile Zola,Père Soulas,218,3378.1929240157065,4035.9702190545727,1.1947127679898628,20.613506317138672,36.016455259418144
Comédie,Emile Combes,217,849.1701116193727,1692.0470273983526,1.9925890045418677,1.4009590148925781,8.706448316698687
Aiguelongue,Médiathèque Emile Zola,217,3254.125876391736,4692.7881393062235,1.4421040603720332,0.0,20.716313240967324
Aiguelongue,Vert Bois,217,859.6914450090266,1186.6208946252127,1.3802869640196938,0.0,5.238337939323001
Albert 1er - Cathédrale,Charles Flahault,216,765.9577367103508,1326.6539172913278,1.7320197364792804,8.834829330444336,13.656784533731873
Occitanie,AtelierTAM,216,4621.857838306885,5719.072307249597,1.2373968450195023,11.63751220703125,35.52160422794124
Nouveau Saint-Roch,Médiathèque Emile Zola,216,1719.6927102056973,2064.227014084791,1.2003464350545994,5.985727310180664,14.39732879583582
Boutonnet,Marie Caizergues,215,444.6535869692502,890.0314679921862,2.0016288951105117,1.9994773864746094,5.694382499969939
Gambetta,Nombre d'Or,215,1173.2358128458359,1993.0608341367695,1.6987725846028698,0.0,8.79836705229677
Les Arceaux,Occitanie,215,2684.1867350633056,3586.379608901756,1.3361140497615835,12.682132720947266,27.029127762821147
Gambetta,Place Viala,215,2020.559150867397,2404.1047828883984,1.1898215312609635,12.875469207763672,21.980672327595386
Boutonnet,Nombre d'Or,214,2027.9649273144332,3714.83119895295,1.8318024877641144,0.0,16.3991223277778
Hôtel du Département,Tonnelles,214,826.3605542230782,1078.9205837130664,1.30562933842775,5.1602783203125,9.31890464580524
Fac de Lettres,Emile Combes,214,2255.2670551844417,2727.454191985678,1.2093708307030715,0.0,12.040346530520775
Boutonnet,Beaux-Arts,213,1303.692457217524,1925.6642989997406,1.4770847896977894,0.0,8.500845047934355
FacdesSciences,Malbosc,213,2601.3477663456997,3650.9247869477636,1.4034743198047988,27.04391098022461,39.99407647642121
Rue Jules Ferry - Gare Saint-Roch,Père Soulas,213,2770.695323045156,3853.892635025193,1.3909478256127925,20.082744598388672,34.744064243236075
Nombre d'Or,FacdesSciences,213,3405.5242358696273,4338.663555029804,1.2740075402581572,29.27483558654785,44.99978260304217
Antigone centre,Parvis Jules Ferry - Gare Saint-Roch,212,797.159184620192,1618.5000904251453,2.030334871191734,13.40693473815918,18.981851329502547
Comédie,Halles Castellane,211,389.46803608320744,1649.8173519617376,4.236078956706127,16.616329193115234,21.95367574483653
Port Marianne,Sud De France,211,2230.021317399889,3476.3341393895153,1.5588793310024383,1.7900886535644531,16.92674633056707
Observatoire,Nouveau Saint-Roch,211,1733.602434017536,2676.461737314647,1.5438728538884674,2.5141983032226562,14.035026021290793
Marie Caizergues,FacdesSciences,211,1731.9787585489448,2208.0841544637115,1.2748910132787359,18.829036712646484,26.37174401347564
Prés d'Arènes,Saint-Guilhem - Courreau,211,2086.2604787907385,2546.448567656284,1.2205803606711108,25.84656524658203,34.061229658125946
Charles Flahault,Saint-Guilhem - Courreau,211,1221.6406379252574,1332.6250514959174,1.090848658865137,10.499069213867188,15.15250149875207
Louis Blanc,Nombre d'Or,209,1044.176571227879,2290.154719685,2.193263843290352,8.134767532348633,17.292074264360043
Corum,Foch,209,774.4593225988735,1255.8391753067447,1.6215689302990015,31.870624542236328,33.68247644773208
Plan Cabanes,Les Arceaux,209,630.4898818726368,887.2428424734973,1.4072277255873968,0.5213584899902344,4.377040938911632
Pont de Lattes - Gare Saint-Roch,Hôtel de Ville,208,1335.14842522961,2082.3875597307374,1.559667464965644,0.0,9.192699882431342
Rondelet,Port Marianne,208,3386.341493961351,4457.241870434553,1.3162411051522331,12.76899528503418,30.95024017419001
Place Albert 1er - St Charles,AtelierTAM,208,2865.851953711295,3694.07794420929,1.2889981771128955,16.61083984375,30.973217582758785
Charles Flahault,Médiathèque Emile Zola,208,2473.2841800334977,3059.712199407857,1.237104989434096,1.618326187133789,14.93591969490641
Richter,Corum,208,1714.1717876544044,2108.544285112804,1.2300659130541645,10.306516647338867,18.407792294565958
Fac de Lettres,Saint-Guilhem - Courreau,208,2952.172243969932,3582.142401583923,1.213392073887545,0.5339546203613281,16.284796166109246
Richter,Boutonnet,208,3016.88143888557,3534.6371300561223,1.1716195023433902,20.389493942260742,33.60553981225476
Pérols Etang de l'Or,Richter,208,7397.153107039881,7826.449422366067,1.058035342666846,13.320319175720215,46.31037077527838
Observatoire,Nombre d'Or,207,1454.2359819537605,2805.6551658135268,1.9292984086696436,0.0,12.385564729483814
Hôtel de Ville,Nouveau Saint-Roch,207,1692.189606235034,2964.4621974430374,1.7518499029424326,24.10795021057129,34.371527611525686
Rue Jules Ferry - Gare Saint-Roch,Les Arceaux,207,1659.1174552980378,2624.534055513267,1.5818856266820513,6.1317291259765625,16.999709233388028
Nombre d'Or,Les Aubes,207,1313.4282307821395,1894.5334805225575,1.4424339572740665,7.296367645263672,14.80538104377013
Richter,Albert 1er - Cathédrale,207,2315.1655624489267,2842.1271876187748,1.2276129334838761,19.91665267944336,30.130983120423625
Nombre d'Or,Pont de Lattes - Gare Saint-Roch,206,533.0184544175878,1259.637699407949,2.363215924267228,7.980739593505859,12.606865611142716
Foch,Antigone centre,206,1421.3802296525196,2186.795609702891,1.5385014959983578,0.0,9.653609219033413
Médiathèque Emile Zola,Albert 1er - Cathédrale,206,1715.0553790261165,2341.8540042193977,1.3654684465927887,12.575342178344727,21.44088411088709
Voltaire,Nouveau Saint-Roch,205,1180.5324608652984,1783.9569867514215,1.511146068312115,15.92521858215332,21.93565360419732
Comédie,Vert Bois,205,3027.735009267644,4226.1953996284565,1.3958273715144904,42.81857681274414,56.461061059631625
FacdesSciences,Nouveau Saint-Roch,205,3926.9567141205384,5421.096997033996,1.380483002916949,1.4696083068847656,25.228949867555137
Renouvier,Port Marianne,205,3955.856183083156,4936.304581597527,1.247847331434132,9.24995231628418,29.958099475509588
Aiguelongue,Jeu de Mail des Abbés,204,1791.4532470997037,2977.4122700658254,1.6620094746464331,0.0,13.143786466205587
Tonnelles,Boutonnet,204,2343.168353186107,2836.2623928415974,1.2104390147575221,0.0,12.520680333199232
Foch,Plan Cabanes,203,470.73579165674994,770.4010844463398,1.6365891400246428,0.0,3.4009355872883673
Parvis Jules Ferry - Gare Saint-Roch,Hôtel de Ville,203,1452.9041279962246,2239.2196555229543,1.5412026247121882,0.25164031982421875,10.107208407678884
Port Marianne,Albert 1er - Cathédrale,203,3603.2594835908994,4488.287538720201,1.2456187402432948,12.93524169921875,31.234070235920562
Charles Flahault,Fac de Lettres,203,1855.447293383433,2270.1809891962494,1.2235222187618944,26.856971740722656,33.73373432669088
Port Marianne,AtelierTAM,202,4897.854396576388,5938.346131323414,1.2124382740888198,31.405007362365723,53.942309996959914
Rondelet,Rue Jules Ferry - Gare Saint-Roch,201,531.6199969768936,1162.9005764574367,2.1874658272269265,1.4702682495117188,6.431724432265251
Comédie,Providence - Ovalie,201,3239.6560489843273,4360.496746453862,1.345975214813601,8.090232849121094,26.39227946970959
Plan Cabanes,Louis Blanc,201,997.0522144076324,1272.9307965384207,1.2766942173582083,16.125160217285156,19.856256957159925
Renouvier,Les Arceaux,201,1114.3192355730434,1340.2622439224297,1.2027632666981596,0.0,5.916587675795567
Emile Combes,Place Albert 1er - St Charles,199,481.43372368236885,1038.0557963461272,2.156175908090302,2.2312850952148438,6.552498923535164
